step,history,ground_truth,uvhf,dlinear_h96,dlinear_h192,dlinear_h336,dlinear_h720
-719,56.240000899468214,,,,,,
-718,54.70249920338392,,,,,,
-717,52.94450055152447,,,,,,
-716,51.84550143201068,,,,,,
-715,50.087502780151226,,,,,,
-714,48.54999970306085,,,,,,
-713,46.79199967019531,,,,,,
-712,46.13250021364638,,,,,,
-711,45.693500474884786,,,,,,
-710,45.03400101833586,,,,,,
-709,44.15549885459723,,,,,,
-708,43.49599801704221,,,,,,
-707,42.837001246708724,,,,,,
-706,42.39749882173169,,,,,,
-705,41.51850087680805,,,,,,
-704,41.07899845183101,,,,,,
-703,41.51850087680805,,,,,,
-702,42.39749882173169,,,,,,
-701,42.61749999632184,,,,,,
-700,44.59500127957426,,,,,,
-699,47.23149933316017,,,,,,
-698,48.770000877651,,,,,,
-697,49.42850048579339,,,,,,
-696,51.40599900703364,,,,,,
-695,52.94450055152447,,,,,,
-694,51.40599900703364,,,,,,
-693,50.087502780151226,,,,,,
-692,49.42850048579339,,,,,,
-691,48.33050121468614,,,,,,
-690,46.79199967019531,,,,,,
-689,45.91299758225341,,,,,,
-688,45.03400101833586,,,,,,
-687,44.594501355370994,,,,,,
-686,44.15549885459723,,,,,,
-685,43.27650090967359,,,,,,
-684,42.39749882173169,,,,,,
-683,41.51850087680805,,,,,,
-682,40.85900142025912,,,,,,
-681,40.20000050690737,,,,,,
-680,39.760502224948596,,,,,,
-679,40.20000050690737,,,,,,
-678,41.95800053977291,,,,,,
-677,43.27650090967359,,,,,,
-676,44.81449838694289,,,,,,
-675,47.45100058354706,,,,,,
-674,48.76950095344773,,,,,,
-673,49.868000148758256,,,,,,
-672,52.06549846358257,,,,,,
-671,52.94450055152447,,,,,,
-670,52.28500109497554,,,,,,
-669,50.96649934406878,,,,,,
-668,49.42900040999666,,,,,,
-667,47.89049886550583,,,,,,
-666,46.572498419808426,,,,,,
-665,45.473499300294634,,,,,,
-664,44.594501355370994,,,,,,
-663,44.15549885459723,,,,,,
-662,43.71599919163236,,,,,,
-661,43.0569996592867,,,,,,
-660,42.39749882173169,,,,,,
-659,41.51850087680805,,,,,,
-658,41.07899845183101,,,,,,
-657,40.639500169872235,,,,,,
-656,40.20000050690737,,,,,,
-655,40.20000050690737,,,,,,
-654,41.51850087680805,,,,,,
-653,43.715499267429095,,,,,,
-652,45.25400219292601,,,,,,
-651,47.67100175813721,,,,,,
-650,49.42850048579339,,,,,,
-649,50.96649934406878,,,,,,
-648,52.94450055152447,,,,,,
-647,53.60350008387013,,,,,,
-646,52.7249979201315,,,,,,
-645,50.96649934406878,,,,,,
-644,50.087502780151226,,,,,,
-643,48.54999970306085,,,,,,
-642,47.01150092058219,,,,,,
-641,45.91299758225341,,,,,,
-640,45.03400101833586,,,,,,
-639,44.594501355370994,,,,,,
-638,43.936000366222515,,,,,,
-637,43.27650090967359,,,,,,
-636,42.61700007211857,,,,,,
-635,41.95800053977291,,,,,,
-634,41.51850087680805,,,,,,
-633,41.07899845183101,,,,,,
-632,40.639500169872235,,,,,,
-631,40.639500169872235,,,,,,
-630,42.39749882173169,,,,,,
-629,44.37500010498411,,,,,,
-628,46.57199849560516,,,,,,
-627,49.64849889837137,,,,,,
-626,51.40650169324908,,,,,,
-625,52.50500088855961,,,,,,
-624,54.26249961621579,,,,,,
-623,55.14149894214552,,,,,,
-622,53.8230027152631,,,,,,
-621,51.84550143201068,,,,,,
-620,50.527499605307185,,,,,,
-619,48.989497985019625,,,,,,
-618,47.67100175813721,,,,,,
-617,46.79199967019531,,,,,,
-616,45.91299758225341,,,,,,
-615,45.473499300294634,,,,,,
-614,45.03400101833586,,,,,,
-613,44.15549885459723,,,,,,
-612,43.0569996592867,,,,,,
-611,42.17800171436306,,,,,,
-610,41.51850087680805,,,,,,
-609,40.85900142025912,,,,,,
-608,40.419997538479265,,,,,,
-607,40.85900142025912,,,,,,
-606,42.61749999632184,,,,,,
-605,45.03449956153304,,,,,,
-604,47.451500507750325,,,,,,
-603,50.747002236700155,,,,,,
-602,52.50500088855961,,,,,,
-601,53.82350263946637,,,,,,
-600,56.240000899468214,,,,,,
-599,57.77849968194687,,,,,,
-598,56.020501030087416,,,,,,
-597,53.8230027152631,,,,,,
-596,52.50500088855961,,,,,,
-595,50.96649934406878,,,,,,
-594,48.989497985019625,,,,,,
-593,47.67100175813721,,,,,,
-592,46.35250138823653,,,,,,
-591,45.69300055068152,,,,,,
-590,44.813999843745705,,,,,,
-589,43.936000366222515,,,,,,
-588,43.27650090967359,,,,,,
-587,42.61700007211857,,,,,,
-586,42.17800171436306,,,,,,
-585,41.298999626421164,,,,,,
-584,40.85900142025912,,,,,,
-583,41.298999626421164,,,,,,
-582,43.49649794124548,,,,,,
-581,46.35250138823653,,,,,,
-580,48.98899806081636,,,,,,
-579,52.28500109497554,,,,,,
-578,53.38400021448933,,,,,,
-577,54.042999746834994,,,,,,
-576,55.80049847449118,,,,,,
-575,56.67950056243308,,,,,,
-574,55.36149873572958,,,,,,
-573,53.60350008387013,,,,,,
-572,52.50500088855961,,,,,,
-571,51.18650189966502,,,,,,
-570,49.20899923540651,,,,,,
-569,47.67100175813721,,,,,,
-568,46.35250138823653,,,,,,
-567,45.69300055068152,,,,,,
-566,45.03400101833586,,,,,,
-565,44.15549885459723,,,,,,
-564,43.27650090967359,,,,,,
-563,42.39749882173169,,,,,,
-562,41.73799936518276,,,,,,
-561,41.07899845183101,,,,,,
-560,40.639500169872235,,,,,,
-559,40.639500169872235,,,,,,
-558,42.61749999632184,,,,,,
-557,45.25400219292601,,,,,,
