step,history,ground_truth,uvhf,timemixer_h96,timemixer_h192,timemixer_h336,timemixer_h720
-719,2.8940000534057617,,,,,,
-718,2.8940000534057617,,,,,,
-717,3.1679999828338623,,,,,,
-716,3.075999975204468,,,,,,
-715,3.686000108718872,,,,,,
-714,3.2899999618530287,,,,,,
-713,3.4719998836517334,,,,,,
-712,3.563999891281128,,,,,,
-711,3.503000020980835,,,,,,
-710,3.1070001125335693,,,,,,
-709,3.1070001125335693,,,,,,
-708,2.8329999446868896,,,,,,
-707,2.8940000534057617,,,,,,
-706,3.13700008392334,,,,,,
-705,3.2899999618530287,,,,,,
-704,2.7720000743865967,,,,,,
-703,2.984999895095825,,,,,,
-702,2.86299991607666,,,,,,
-701,3.2290000915527344,,,,,,
-700,2.7720000743865967,,,,,,
-699,2.984999895095825,,,,,,
-698,3.015000104904175,,,,,,
-697,3.1070001125335693,,,,,,
-696,3.259000062942505,,,,,,
-695,3.503000020980835,,,,,,
-694,3.503000020980835,,,,,,
-693,3.746000051498413,,,,,,
-692,3.4719998836517334,,,,,,
-691,3.1070001125335693,,,,,,
-690,2.86299991607666,,,,,,
-689,2.6500000953674316,,,,,,
-688,2.86299991607666,,,,,,
-687,2.7109999656677246,,,,,,
-686,2.61899995803833,,,,,,
-685,2.6800000667572017,,,,,,
-684,2.7109999656677246,,,,,,
-683,2.86299991607666,,,,,,
-682,2.8329999446868896,,,,,,
-681,2.740999937057495,,,,,,
-680,2.6800000667572017,,,,,,
-679,2.4670000076293945,,,,,,
-678,2.4059998989105225,,,,,,
-677,2.61899995803833,,,,,,
-676,2.4059998989105225,,,,,,
-675,2.4059998989105225,,,,,,
-674,2.61899995803833,,,,,,
-673,2.58899998664856,,,,,,
-672,2.8329999446868896,,,,,,
-671,2.7720000743865967,,,,,,
-670,2.9549999237060547,,,,,,
-669,3.015000104904175,,,,,,
-668,3.1070001125335693,,,,,,
-667,3.075999975204468,,,,,,
-666,2.8940000534057617,,,,,,
-665,3.075999975204468,,,,,,
-664,3.015000104904175,,,,,,
-663,2.924000024795532,,,,,,
-662,3.015000104904175,,,,,,
-661,2.8940000534057617,,,,,,
-660,2.86299991607666,,,,,,
-659,2.740999937057495,,,,,,
-658,2.740999937057495,,,,,,
-657,2.924000024795532,,,,,,
-656,2.984999895095825,,,,,,
-655,2.8940000534057617,,,,,,
-654,2.9549999237060547,,,,,,
-653,3.015000104904175,,,,,,
-652,2.8329999446868896,,,,,,
-651,2.7109999656677246,,,,,,
-650,2.86299991607666,,,,,,
-649,2.984999895095825,,,,,,
-648,2.7720000743865967,,,,,,
-647,2.6800000667572017,,,,,,
-646,2.61899995803833,,,,,,
-645,2.61899995803833,,,,,,
-644,2.193000078201294,,,,,,
-643,2.345000028610229,,,,,,
-642,2.2239999771118164,,,,,,
-641,2.101999998092652,,,,,,
-640,2.131999969482422,,,,,,
-639,1.9800000190734863,,,,,,
-638,1.7359999418258667,,,,,,
-637,1.7970000505447388,,,,,,
-636,1.8279999494552608,,,,,,
-635,1.919000029563904,,,,,,
-634,1.7359999418258667,,,,,,
-633,1.9490000009536743,,,,,,
-632,1.6749999523162842,,,,,,
-631,1.8279999494552608,,,,,,
-630,1.888000011444092,,,,,,
-629,1.8279999494552608,,,,,,
-628,1.7970000505447388,,,,,,
-627,1.7970000505447388,,,,,,
-626,1.8279999494552608,,,,,,
-625,1.888000011444092,,,,,,
-624,1.9800000190734863,,,,,,
-623,2.253999948501587,,,,,,
-622,2.163000106811523,,,,,,
-621,2.345000028610229,,,,,,
-620,2.2239999771118164,,,,,,
-619,2.497999906539917,,,,,,
-618,2.4670000076293945,,,,,,
-617,2.7720000743865967,,,,,,
-616,2.7109999656677246,,,,,,
-615,2.86299991607666,,,,,,
-614,2.924000024795532,,,,,,
-613,2.9549999237060547,,,,,,
-612,2.86299991607666,,,,,,
-611,2.7720000743865967,,,,,,
-610,3.0460000038146973,,,,,,
-609,2.7109999656677246,,,,,,
-608,2.8940000534057617,,,,,,
-607,3.0460000038146973,,,,,,
-606,2.8940000534057617,,,,,,
-605,3.1979999542236333,,,,,,
-604,3.015000104904175,,,,,,
-603,3.2290000915527344,,,,,,
