step,history,ground_truth,uvhf,dlinear_h96,dlinear_h192,dlinear_h336,dlinear_h720
-95,30.31200038096938,,,,,,
-94,31.41099915523165,,,,,,
-93,32.069999723331875,,,,,,
-92,32.72949987038385,,,,,,
-91,33.16899884284567,,,,,,
-90,33.6085012678227,,,,,,
-89,33.82799906569437,,,,,,
-88,34.04800024028452,,,,,,
-87,33.82799906569437,,,,,,
-86,32.50999827474544,,,,,,
-85,31.630500750870056,,,,,,
-84,30.312499959921126,,,,,,
-83,30.31200038096938,,,,,,
-82,30.531999484050402,,,,,,
-81,30.971500528021352,,,,,,
-80,32.72949987038385,,,,,,
-79,35.805500348946794,,,,,,
-78,36.90449877795754,,,,,,
-77,38.442501088748145,,,,,,
-76,40.20000050690737,,,,,,
-75,40.419997538479265,,,,,,
-74,40.20000050690737,,,,,,
-73,39.760502224948596,,,,,,
-72,39.760502224948596,,,,,,
-71,38.882000061209965,,,,,,
-70,38.00299866377111,,,,,,
-69,37.12400071884747,,,,,,
-68,36.68450174638565,,,,,,
-67,36.24499863090557,,,,,,
-66,36.02500159933368,,,,,,
-65,35.58599840805687,,,,,,
-64,35.366001376484974,,,,,,
-63,35.14600020189482,,,,,,
-62,35.14600020189482,,,,,,
-61,35.14600020189482,,,,,,
-60,34.926498261004895,,,,,,
-59,34.926498261004895,,,,,,
-58,36.02500159933368,,,,,,
-57,37.78350086589944,,,,,,
-56,40.639500169872235,,,,,,
-55,43.936000366222515,,,,,,
-54,45.91299758225341,,,,,,
-53,47.01200084478546,,,,,,
-52,49.64849889837137,,,,,,
-51,50.747002236700155,,,,,,
-50,49.42900040999666,,,,,,
-49,47.451500507750325,,,,,,
-48,46.13250021364638,,,,,,
-47,44.594501355370994,,,,,,
-46,43.056499735083435,,,,,,
-45,41.95800053977291,,,,,,
-44,40.85900142025912,,,,,,
-43,40.20000050690737,,,,,,
-42,39.760502224948596,,,,,,
-41,39.32149834316874,,,,,,
-40,38.66199888661981,,,,,,
-39,38.00299866377111,,,,,,
-38,37.56349969130929,,,,,,
-37,37.12400071884747,,,,,,
-36,36.90399954425732,,,,,,
-35,37.12400071884747,,,,,,
-34,38.22249991415799,,,,,,
-33,40.639500169872235,,,,,,
-32,42.837001246708724,,,,,,
-31,45.693500474884786,,,,,,
-30,47.23149933316017,,,,,,
-29,47.67100175813721,,,,,,
-28,48.110500040095985,,,,,,
-27,46.79199967019531,,,,,,
-26,46.13250021364638,,,,,,
-25,45.25350226872274,,,,,,
-24,44.37500010498411,,,,,,
-23,43.71599919163236,,,,,,
-22,42.61700007211857,,,,,,
-21,41.95800053977291,,,,,,
