step,history,ground_truth,uvhf,timemixer_h96,timemixer_h192,timemixer_h336,timemixer_h720
-719,-1.875,,,,,,
-718,-11.92199993133545,,,,,,
-717,1.6740000247955322,,,,,,
-716,-1.3400000333786009,,,,,,
-715,4.152999877929688,,,,,,
-714,5.357999801635742,,,,,,
-713,3.41599988937378,,,,,,
-712,2.5450000762939453,,,,,,
-711,0.8040000200271606,,,,,,
-710,-5.290999889373778,,,,,,
-709,-2.880000114440918,,,,,,
-708,1.2059999704360962,,,,,,
-707,3.3489999771118164,,,,,,
-706,3.2149999141693115,,,,,,
-705,4.554999828338623,,,,,,
-704,5.827000141143799,,,,,,
-703,6.497000217437744,,,,,,
-702,6.497000217437744,,,,,,
-701,5.960999965667725,,,,,,
-700,6.09499979019165,,,,,,
-699,6.966000080108643,,,,,,
-698,7.434999942779541,,,,,,
-697,7.636000156402588,,,,,,
-696,8.104999542236326,,,,,,
-695,8.572999954223633,,,,,,
-694,8.77400016784668,,,,,,
-693,8.640000343322754,,,,,,
-692,8.439000129699707,,,,,,
-691,8.171999931335451,,,,,,
-690,7.903999805450439,,,,,,
-689,7.636000156402588,,,,,,
-688,7.903999805450439,,,,,,
-687,10.3149995803833,,,,,,
-686,9.913000106811523,,,,,,
-685,9.779000282287598,,,,,,
-684,9.913000106811523,,,,,,
-683,11.38700008392334,,,,,,
-682,11.588000297546388,,,,,,
-681,10.784000396728516,,,,,,
-680,11.253000259399414,,,,,,
-679,12.592000007629396,,,,,,
-678,13.79800033569336,,,,,,
-677,12.524999618530272,,,,,,
-676,13.128000259399414,,,,,,
-675,12.055999755859377,,,,,,
-674,12.458000183105469,,,,,,
-673,12.72599983215332,,,,,,
-672,13.19499969482422,,,,,,
-671,14.065999984741213,,,,,,
-670,10.984999656677246,,,,,,
-669,13.19499969482422,,,,,,
-668,12.458000183105469,,,,,,
-667,11.854999542236328,,,,,,
-666,12.79300022125244,,,,,,
-665,13.060999870300291,,,,,,
-664,12.994000434875488,,,,,,
-663,12.1899995803833,,,,,,
-662,12.524999618530272,,,,,,
-661,12.390999794006348,,,,,,
-660,13.32900047302246,,,,,,
-659,12.994000434875488,,,,,,
-658,13.19499969482422,,,,,,
-657,13.932000160217283,,,,,,
-656,14.267000198364258,,,,,,
-655,13.395999908447266,,,,,,
-654,13.730999946594238,,,,,,
-653,13.26200008392334,,,,,,
-652,13.99899959564209,,,,,,
