step,history,ground_truth,uvhf,timemixer_h96,timemixer_h192,timemixer_h336,timemixer_h720
-719,-6.89900016784668,,,,,,
-718,-8.104999542236326,,,,,,
-717,-6.89900016784668,,,,,,
-716,-5.960999965667725,,,,,,
-715,-4.0859999656677255,,,,,,
-714,-1.406999945640564,,,,,,
-713,3.0810000896453857,,,,,,
-712,6.697999954223633,,,,,,
-711,9.51099967956543,,,,,,
-710,13.395999908447266,,,,,,
-709,15.20400047302246,,,,,,
-708,14.401000022888184,,,,,,
-707,14.668999671936035,,,,,,
-706,15.940999984741213,,,,,,
-705,15.67300033569336,,,,,,
-704,15.003999710083008,,,,,,
-703,14.668999671936035,,,,,,
-702,12.72599983215332,,,,,,
-701,10.649999618530272,,,,,,
-700,10.649999618530272,,,,,,
-699,7.568999767303468,,,,,,
-698,3.4159998893737797,,,,,,
-697,-2.1429998874664307,,,,,,
-696,-4.421000003814697,,,,,,
-695,-6.2290000915527335,,,,,,
-694,-6.296000003814697,,,,,,
-693,-5.1570000648498535,,,,,,
-692,-4.3540000915527335,,,,,,
-691,-2.812999963760376,,,,,,
-690,0.9380000233650208,,,,,,
-689,3.2149999141693115,,,,,,
-688,8.171999931335451,,,,,,
-687,9.913000106811523,,,,,,
-686,13.32900047302246,,,,,,
-685,15.20400047302246,,,,,,
-684,14.937000274658203,,,,,,
-683,14.468000411987305,,,,,,
-682,15.807000160217283,,,,,,
-681,15.270999908447266,,,,,,
-680,13.529999732971191,,,,,,
-679,14.803000450134276,,,,,,
-678,15.06999969482422,,,,,,
-677,13.060999870300291,,,,,,
-676,10.717000007629396,,,,,,
-675,8.371999740600586,,,,,,
-674,2.9470000267028813,,,,,,
-673,-2.477999925613404,,,,,,
-672,-5.0229997634887695,,,,,,
-671,-6.89900016784668,,,,,,
-670,-6.162000179290772,,,,,,
-669,-5.559000015258789,,,,,,
-668,-5.492000102996826,,,,,,
-667,-3.818000078201294,,,,,,
-666,-1.3400000333786009,,,,,,
-665,3.2149999141693115,,,,,,
-664,8.640000343322754,,,,,,
-663,10.3149995803833,,,,,,
-662,13.864999771118164,,,,,,
-661,13.597000122070312,,,,,,
-660,13.463000297546388,,,,,,
-659,13.864999771118164,,,,,,
-658,13.32900047302246,,,,,,
-657,13.128000259399414,,,,,,
-656,13.26200008392334,,,,,,
-655,12.324000358581545,,,,,,
-654,10.784000396728516,,,,,,
-653,10.3149995803833,,,,,,
-652,9.243000030517578,,,,,,
-651,5.692999839782715,,,,,,
-650,0.6029999852180481,,,,,,
-649,-4.0859999656677255,,,,,,
-648,-6.162000179290772,,,,,,
-647,-7.769999980926514,,,,,,
-646,-7.836999893188477,,,,,,
-645,-7.166999816894531,,,,,,
-644,-5.760000228881836,,,,,,
-643,-2.880000114440918,,,,,,
-642,-0.7369999885559082,,,,,,
-641,3.4159998893737797,,,,,,
-640,7.368000030517577,,,,,,
-639,10.381999969482422,,,,,,
-638,13.663999557495115,,,,,,
-637,13.597000122070312,,,,,,
-636,13.597000122070312,,,,,,
-635,12.390999794006348,,,,,,
-634,13.19499969482422,,,,,,
-633,14.199999809265137,,,,,,
-632,11.720999717712402,,,,,,
-631,11.854999542236328,,,,,,
-630,11.31999969482422,,,,,,
-629,10.11400032043457,,,,,,
-628,7.568999767303468,,,,,,
-627,5.625999927520752,,,,,,
-626,-0.06700000166893,,,,,,
-625,-4.287000179290772,,,,,,
-624,-7.0329999923706055,,,,,,
-623,-10.11400032043457,,,,,,
-622,-7.301000118255615,,,,,,
-621,-8.572999954223633,,,,,,
-620,-6.63100004196167,,,,,,
-619,-4.152999877929688,,,,,,
-618,-1.9420000314712524,,,,,,
-617,2.1429998874664307,,,,,,
-616,11.92199993133545,,,,,,
-615,14.53499984741211,,,,,,
-614,20.96500015258789,,,,,,
-613,22.4379997253418,,,,,,
-612,21.099000930786133,,,,,,
-611,20.22800064086914,,,,,,
-610,20.69700050354004,,,,,,
-609,20.69700050354004,,,,,,
-608,19.35700035095215,,,,,,
-607,18.55299949645996,,,,,,
-606,16.878999710083008,,,,,,
-605,16.945999145507812,,,,,,
