step,history,ground_truth,uvhf,timemixer_h96,timemixer_h192,timemixer_h336,timemixer_h720
-719,8.244000434875487,,,,,,
-718,9.80799961090088,,,,,,
-717,9.559000015258787,,,,,,
-716,8.883999824523926,,,,,,
-715,9.274999618530272,,,,,,
-714,9.345999717712402,,,,,,
-713,10.37600040435791,,,,,,
-712,10.553999900817873,,,,,,
-711,10.446999549865724,,,,,,
-710,9.80799961090088,,,,,,
-709,9.131999969482422,,,,,,
-708,10.163000106811523,,,,,,
-707,9.345999717712402,,,,,,
-706,8.635000228881836,,,,,,
-705,9.737000465393066,,,,,,
-704,10.553999900817873,,,,,,
-703,9.20400047302246,,,,,,
-702,8.883999824523926,,,,,,
-701,9.52299976348877,,,,,,
-700,9.559000015258787,,,,,,
-699,10.234000205993652,,,,,,
-698,9.878999710083008,,,,,,
-697,10.37600040435791,,,,,,
-696,10.37600040435791,,,,,,
-695,11.44200038909912,,,,,,
-694,11.512999534606935,,,,,,
-693,10.517999649047852,,,,,,
-692,9.45199966430664,,,,,,
-691,8.421999931335451,,,,,,
-690,6.005000114440918,,,,,,
-689,7.390999794006348,,,,,,
-688,5.89900016784668,,,,,,
-687,6.289999961853027,,,,,,
-686,3.2339999675750732,,,,,,
-685,2.559000015258789,,,,,,
-684,0.4259999990463257,,,,,,
-683,-0.2129999995231628,,,,,,
-682,0.3549999892711639,,,,,,
-681,0.4970000088214874,,,,,,
-680,-0.5690000057220459,,,,,,
-679,-1.8480000495910645,,,,,,
-678,-6.254000186920166,,,,,,
-677,-3.0559999942779537,,,,,,
-676,-7.10699987411499,,,,,,
-675,-7.390999794006348,,,,,,
-674,-9.737000465393066,,,,,,
-673,-10.092000007629396,,,,,,
-672,-10.126999855041504,,,,,,
-671,-8.812999725341797,,,,,,
-670,-8.456999778747559,,,,,,
-669,-10.767000198364258,,,,,,
-668,-15.06700038909912,,,,,,
-667,-14.355999946594238,,,,,,
-666,-13.07699966430664,,,,,,
-665,-12.649999618530272,,,,,,
-664,-13.468000411987305,,,,,,
-663,-12.472999572753904,,,,,,
-662,-13.468000411987305,,,,,,
-661,-11.869000434875488,,,,,,
-660,-12.01099967956543,,,,,,
-659,-11.690999984741213,,,,,,
-658,-10.803000450134276,,,,,,
-657,-9.843000411987305,,,,,,
-656,-9.45199966430664,,,,,,
-655,-8.456999778747559,,,,,,
-654,-7.498000144958496,,,,,,
-653,-5.4720001220703125,,,,,,
-652,-4.833000183105469,,,,,,
-651,-3.9800000190734863,,,,,,
-650,-2.736000061035156,,,,,,
-649,0.0359999984502792,,,,,,
-648,0.9589999914169312,,,,,,
-647,2.131999969482422,,,,,,
-646,2.594000101089477,,,,,,
-645,2.5230000019073486,,,,,,
-644,3.0559999942779537,,,,,,
-643,3.4110000133514404,,,,,,
-642,3.5179998874664307,,,,,,
-641,3.802000045776367,,,,,,
-640,4.406000137329102,,,,,,
-639,4.796999931335449,,,,,,
-638,4.974999904632568,,,,,,
-637,5.366000175476074,,,,,,
-636,5.791999816894531,,,,,,
-635,5.756999969482423,,,,,,
-634,5.756999969482423,,,,,,
-633,5.507999897003174,,,,,,
-632,5.507999897003174,,,,,,
-631,5.7210001945495605,,,,,,
-630,5.223999977111816,,,,,,
-629,5.258999824523926,,,,,,
-628,4.90399980545044,,,,,,
-627,5.507999897003174,,,,,,
-626,6.610000133514402,,,,,,
-625,6.822999954223633,,,,,,
-624,7.10699987411499,,,,,,
-623,7.888999938964844,,,,,,
-622,6.289999961853027,,,,,,
-621,6.787000179290772,,,,,,
-620,7.461999893188477,,,,,,
-619,6.965000152587893,,,,,,
-618,6.432000160217285,,,,,,
-617,6.716000080108643,,,,,,
-616,7.355999946594237,,,,,,
-615,5.401000022888184,,,,,,
-614,7.320000171661378,,,,,,
-613,7.0,,,,,,
-612,7.0,,,,,,
-611,7.071000099182129,,,,,,
-610,6.2189998626708975,,,,,,
-609,7.14300012588501,,,,,,
-608,7.14300012588501,,,,,,
-607,7.320000171661378,,,,,,
-606,6.361000061035156,,,,,,
-605,7.14300012588501,,,,,,
-604,7.177999973297119,,,,,,
-603,7.214000225067139,,,,,,
-602,5.791999816894531,,,,,,
-601,7.214000225067139,,,,,,
-600,7.994999885559082,,,,,,
-599,7.2849998474121085,,,,,,
-598,7.853000164031982,,,,,,
-597,7.14300012588501,,,,,,
-596,7.427000045776367,,,,,,
-595,5.7210001945495605,,,,,,
-594,6.005000114440918,,,,,,
-593,4.72599983215332,,,,,,
-592,4.3350000381469735,,,,,,
-591,2.2390000820159908,,,,,,
-590,1.6349999904632568,,,,,,
-589,1.883000016212464,,,,,,
-588,0.2129999995231628,,,,,,
-587,0.6039999723434448,,,,,,
-586,1.350000023841858,,,,,,
-585,-1.2079999446868896,,,,,,
-584,-3.3399999141693115,,,,,,
-583,-2.1679999828338623,,,,,,
-582,-4.300000190734863,,,,,,
-581,-1.9539999961853027,,,,,,
-580,-2.0969998836517334,,,,,,
-579,-0.6399999856948853,,,,,,
-578,-3.4110000133514404,,,,,,
-577,-4.014999866485597,,,,,,
-576,-4.619999885559082,,,,,,
-575,-7.747000217437744,,,,,,
-574,-12.223999977111816,,,,,,
-573,-14.569000244140623,,,,,,
-572,-6.2189998626708975,,,,,,
-571,-3.58899998664856,,,,,,
-570,-3.127000093460083,,,,,,
-569,-6.111999988555907,,,,,,
-568,-6.573999881744385,,,,,,
-567,-5.152999877929688,,,,,,
-566,-7.994999885559082,,,,,,
-565,-10.199000358581545,,,,,,
-564,-6.681000232696532,,,,,,
-563,-6.716000080108643,,,,,,
-562,-5.543000221252441,,,,,,
-561,-8.10200023651123,,,,,,
-560,-9.701000213623049,,,,,,
-559,-4.796999931335449,,,,,,
-558,-2.38100004196167,,,,,,
-557,-4.584000110626222,,,,,,
-556,-1.5989999771118164,,,,,,
-555,0.7110000252723694,,,,,,
-554,1.3860000371932983,,,,,,
-553,1.1729999780654907,,,,,,
-552,1.1369999647140503,,,,,,
-551,1.7059999704360962,,,,,,
-550,0.7459999918937683,,,,,,
-549,0.0359999984502792,,,,,,
-548,1.7769999504089355,,,,,,
-547,3.838000059127808,,,,,,
-546,4.051000118255615,,,,,,
-545,4.547999858856201,,,,,,
-544,4.833000183105469,,,,,,
-543,5.010000228881836,,,,,,
