step,history,ground_truth,uvhf,timemixer_h96,timemixer_h192,timemixer_h336,timemixer_h720
-719,3.282000064849853,,,,,,
-718,0.1340000033378601,,,,,,
-717,3.617000102996826,,,,,,
-716,4.889999866485597,,,,,,
-715,-1.807999968528748,,,,,,
-714,0.1340000033378601,,,,,,
-713,1.1390000581741333,,,,,,
-712,2.9470000267028813,,,,,,
-711,3.013999938964844,,,,,,
-710,2.678999900817871,,,,,,
-709,2.344000101089477,,,,,,
-708,3.6840000152587886,,,,,,
-707,-1.1390000581741333,,,,,,
-706,-2.678999900817871,,,,,,
-705,-2.9470000267028813,,,,,,
-704,-4.622000217437744,,,,,,
-703,-0.7369999885559082,,,,,,
-702,-4.554999828338623,,,,,,
-701,-7.0329999923706055,,,,,,
-700,1.5410000085830688,,,,,,
-699,0.8709999918937683,,,,,,
-698,3.549999952316284,,,,,,
-697,3.549999952316284,,,,,,
-696,-3.750999927520752,,,,,,
-695,3.549999952316284,,,,,,
-694,3.549999952316284,,,,,,
-693,4.889999866485597,,,,,,
-692,4.287000179290772,,,,,,
-691,1.875,,,,,,
-690,8.171999931335451,,,,,,
-689,8.104999542236326,,,,,,
-688,8.77400016784668,,,,,,
-687,8.706999778747559,,,,,,
-686,8.505999565124513,,,,,,
-685,9.243000030517578,,,,,,
-684,9.979999542236328,,,,,,
-683,10.717000007629396,,,,,,
-682,11.720999717712402,,,,,,
-681,12.79300022125244,,,,,,
-680,14.267000198364258,,,,,,
-679,14.668999671936035,,,,,,
-678,15.13700008392334,,,,,,
-677,15.003999710083008,,,,,,
-676,14.468000411987305,,,,,,
-675,14.468000411987305,,,,,,
-674,16.142000198364258,,,,,,
-673,16.208999633789062,,,,,,
-672,15.67300033569336,,,,,,
-671,15.605999946594238,,,,,,
-670,15.739999771118164,,,,,,
-669,15.67300033569336,,,,,,
-668,14.736000061035154,,,,,,
-667,15.739999771118164,,,,,,
-666,16.075000762939453,,,,,,
-665,17.347999572753903,,,,,,
-664,16.40999984741211,,,,,,
-663,17.01300048828125,,,,,,
-662,16.007999420166016,,,,,,
-661,16.945999145507812,,,,,,
-660,16.476999282836914,,,,,,
-659,16.544000625610348,,,,,,
-658,16.275999069213867,,,,,,
-657,16.208999633789062,,,,,,
-656,14.803000450134276,,,,,,
-655,15.20400047302246,,,,,,
-654,15.404999732971191,,,,,,
-653,15.13700008392334,,,,,,
-652,14.736000061035154,,,,,,
-651,14.937000274658203,,,,,,
-650,14.53499984741211,,,,,,
-649,13.864999771118164,,,,,,
-648,12.859999656677244,,,,,,
-647,12.72599983215332,,,,,,
-646,13.32900047302246,,,,,,
-645,13.597000122070312,,,,,,
-644,13.932000160217283,,,,,,
-643,13.395999908447266,,,,,,
-642,14.065999984741213,,,,,,
-641,14.668999671936035,,,,,,
-640,12.927000045776367,,,,,,
-639,11.119000434875488,,,,,,
-638,10.717000007629396,,,,,,
-637,11.854999542236328,,,,,,
-636,11.98900032043457,,,,,,
-635,11.45400047302246,,,,,,
-634,11.31999969482422,,,,,,
-633,8.305999755859375,,,,,,
-632,9.041999816894531,,,,,,
-631,8.706999778747559,,,,,,
-630,8.640000343322754,,,,,,
-629,10.248000144958496,,,,,,
-628,9.109000205993652,,,,,,
-627,6.497000217437744,,,,,,
-626,6.09499979019165,,,,,,
-625,6.429999828338622,,,,,,
-624,6.697999954223633,,,,,,
-623,7.501999855041504,,,,,,
-622,6.162000179290772,,,,,,
-621,5.1570000648498535,,,,,,
-620,2.746000051498413,,,,,,
-619,3.1480000019073486,,,,,,
-618,0.3350000083446503,,,,,,
-617,1.0049999952316284,,,,,,
-616,-4.019000053405762,,,,,,
-615,-3.013999938964844,,,,,,
-614,-1.2730000019073486,,,,,,
-613,0.9380000233650208,,,,,,
-612,-2.812999963760376,,,,,,
-611,-10.248000144958496,,,,,,
-610,-10.85099983215332,,,,,,
-609,-10.04699993133545,,,,,,
-608,-7.301000118255615,,,,,,
-607,-7.166999816894531,,,,,,
-606,-7.234000205993652,,,,,,
-605,-5.290999889373778,,,,,,
-604,-1.4739999771118164,,,,,,
-603,-1.3400000333786009,,,,,,
-602,-1.3400000333786009,,,,,,
-601,-3.013999938964844,,,,,,
-600,-1.6080000400543213,,,,,,
-599,-0.8040000200271606,,,,,,
-598,0.3350000083446503,,,,,,
-597,8.975000381469727,,,,,,
-596,9.913000106811523,,,,,,
-595,9.51099967956543,,,,,,
-594,9.913000106811523,,,,,,
-593,9.779000282287598,,,,,,
-592,9.779000282287598,,,,,,
-591,10.11400032043457,,,,,,
-590,10.449000358581545,,,,,,
-589,10.85099983215332,,,,,,
-588,11.45400047302246,,,,,,
-587,12.123000144958494,,,,,,
-586,12.927000045776367,,,,,,
-585,14.401000022888184,,,,,,
-584,15.13700008392334,,,,,,
-583,15.605999946594238,,,,,,
-582,15.20400047302246,,,,,,
-581,15.06999969482422,,,,,,
-580,14.803000450134276,,,,,,
-579,14.133000373840332,,,,,,
-578,14.333999633789062,,,,,,
-577,14.401000022888184,,,,,,
-576,13.463000297546388,,,,,,
-575,14.736000061035154,,,,,,
-574,14.401000022888184,,,,,,
-573,13.864999771118164,,,,,,
-572,14.065999984741213,,,,,,
-571,13.864999771118164,,,,,,
-570,14.199999809265137,,,,,,
-569,13.529999732971191,,,,,,
-568,13.597000122070312,,,,,,
-567,12.324000358581545,,,,,,
-566,13.597000122070312,,,,,,
-565,12.994000434875488,,,,,,
-564,12.859999656677244,,,,,,
-563,13.463000297546388,,,,,,
-562,12.524999618530272,,,,,,
-561,10.85099983215332,,,,,,
-560,13.463000297546388,,,,,,
-559,12.72599983215332,,,,,,
-558,12.1899995803833,,,,,,
-557,11.98900032043457,,,,,,
-556,11.185999870300291,,,,,,
-555,12.123000144958494,,,,,,
-554,12.324000358581545,,,,,,
-553,11.588000297546388,,,,,,
-552,11.052000045776367,,,,,,
-551,11.788000106811523,,,,,,
-550,11.588000297546388,,,,,,
-549,11.185999870300291,,,,,,
-548,10.04699993133545,,,,,,
-547,10.784000396728516,,,,,,
-546,11.92199993133545,,,,,,
-545,12.123000144958494,,,,,,
-544,12.524999618530272,,,,,,
-543,10.04699993133545,,,,,,
-542,9.109000205993652,,,,,,
-541,8.371999740600586,,,,,,
-540,7.703000068664551,,,,,,
-539,7.568999767303468,,,,,,
-538,7.234000205993652,,,,,,
-537,4.554999828338623,,,,,,
-536,1.0720000267028809,,,,,,
-535,1.4739999771118164,,,,,,
-534,-3.282000064849853,,,,,,
-533,4.3540000915527335,,,,,,
-532,3.3489999771118164,,,,,,
-531,2.075999975204468,,,,,,
-530,3.1480000019073486,,,,,,
